date,racing number,pla.,horse no.,horse id,horse name,jockey id,jockey name,trainer id,trainer name,Act. Wt.,Declar. horse Wt.,Dr.,LBW,Running Position 1,Running Position 2,Running Position 3,Running Position 4,Running Position 5,Finish time,Win Odds
08/06/2024,1,1,6,HK_2022_H195,NOBLE WIN,HAA,A Hamelin,SJJ,J Size,128,1184,4,-,11,10,10,1,,1:22.16,5.3
08/06/2024,1,2,1,HK_2021_G031,MY INTELLIGENT,PZ,Z Purton,SWY,W Y So,134,1088,11,N,6,6,4,2,,1:22.23,4.4
08/06/2024,1,3,4,HK_2020_E343,HEARTY WISH,BH,H Bowman,WDJ,D J Whyte,130,1054,10,1-3/4,8,8,8,3,,1:22.45,31
08/06/2024,1,4,5,HK_2021_G285,JAZZ CLUB,AVB,B Avdulla,MKL,K L Man,128,1155,8,2,7,7,7,4,,1:22.48,8.3
08/06/2024,1,5,10,HK_2016_A164,RIGHT HONOURABLE,TBE,B Thompson,NM,M Newnham,126,1008,2,2-1/4,9,9,9,5,,1:22.54,15
08/06/2024,1,6,3,HK_2021_G395,DRAGON DELIGHT,WEC,E C W Wong,HDA,D A Hayes,123,1121,9,2-1/2,2,4,5,6,,1:22.57,9.9
08/06/2024,1,7,7,HK_2021_G251,SUPER JOY,LDE,K C Leung,MWK,W K Mo,128,1093,12,4,13,13,12,7,,1:22.78,30
08/06/2024,1,8,9,HK_2021_G425,GENERAL ACE,HCY,C Y Ho,LKW,K W Lui,126,1055,3,4-1/4,10,11,11,8,,1:22.83,31
08/06/2024,1,9,12,HK_2020_E403,TSUEN WAN GLORY,CML,M Chadwick,MKL,K L Man,125,1093,1,4-3/4,4,2,3,9,,1:22.92,16
08/06/2024,1,10,8,HK_2021_G414,BEAT HOLLOW,BA,A Badel,TYS,Y S Tsui,127,1208,14,5,1,1,1,10,,1:22.97,16
08/06/2024,1,11,2,HK_2022_H465,THE CONCENTRATION,FEL,L Ferraris,YPF,P F Yiu,134,1055,5,6-1/2,5,5,6,11,,1:23.21,7.4
08/06/2024,1,12,14,HK_2022_H248,REGENCY HAPPY STAR,HEL,L Hewitson,CCW,C W Chang,123,1057,6,6-1/2,3,3,2,12,,1:23.22,8
08/06/2024,1,13,13,HK_2021_G372,YEABOI,AA,A Atzeni,YCH,C H Yip,125,1123,13,10-3/4,12,12,13,13,,1:23.88,27
08/06/2024,1,WV-A,11,HK_2022_H271,MORE RICE,TEK,K Teetan,YTP,T P Yung,125,---,---,---,---,,,,,---,---
08/06/2024,2,1,7,HK_2023_J358,FAST NETWORK,PZ,Z Purton,YCH,C H Yip,127,1169,9,-,3,3,1,,,0:56.62,2.7
08/06/2024,2,2,10,HK_2023_J323,GRAND NOVA,BH,H Bowman,SJJ,J Size,125,1057,4,1-1/2,13,13,2,,,0:56.87,14
08/06/2024,2,3,13,HK_2022_H133,TALENTS SUPREMO,LDE,K C Leung,MWK,W K Mo,121,1108,10,2,12,11,3,,,0:56.93,11
08/06/2024,2,4,1,HK_2020_E336,CHEVAL VALIANT,HEL,L Hewitson,WDJ,D J Whyte,133,1117,6,2,2,2,4,,,0:56.95,10
08/06/2024,2,5,5,HK_2023_J312,COLOURFUL WINNER,YML,M L Yeung,SWY,W Y So,127,1168,14,3,7,4,5,,,0:57.09,41
08/06/2024,2,6,8,HK_2023_J339,FLYING LUCK,HCY,C Y Ho,FC,C Fownes,127,1193,7,3-3/4,14,14,6,,,0:57.22,51
08/06/2024,2,7,3,HK_2023_J066,AURORA LADY,AVB,B Avdulla,NPC,P C Ng,128,1179,1,4-3/4,8,5,7,,,0:57.40,5.2
08/06/2024,2,8,12,HK_2020_E105,SUPER AXIOM,WEC,E C W Wong,TYS,Y S Tsui,114,1268,5,5-1/4,1,1,8,,,0:57.47,4.3
08/06/2024,2,9,11,HK_2023_J028,GLORIOUS EXPERT,BA,A Badel,HAD,D J Hall,123,1100,11,7,4,6,9,,,0:57.73,35
08/06/2024,2,10,9,HK_2023_J315,LUCKY MAN,TEK,K Teetan,HDA,D A Hayes,127,1075,13,7-1/4,11,9,10,,,0:57.80,18
08/06/2024,2,11,4,HK_2023_J157,BLAZING WIND,CCY,Y L Chung,SCS,C S Shum,124,1280,12,7-3/4,10,10,11,,,0:57.88,120
08/06/2024,2,12,2,HK_2023_J192,SUPERSONIC,TBE,B Thompson,NM,M Newnham,132,1066,3,9,9,12,12,,,0:58.07,65
08/06/2024,2,13,14,HK_2023_J029,GUSTY FIGHTER,CML,M Chadwick,RW,J Richards,120,1074,2,11,6,7,13,,,0:58.38,67
08/06/2024,2,14,6,HK_2023_J423,DAY DAY VICTORY,BHW,H Bentley,YTP,T P Yung,127,1145,8,13-1/2,5,8,14,,,0:58.78,80
08/06/2024,2,WX,,HK_2023_J116,WINNING MONEY,,---,LKW,K W Lui,124,---,---,---,---,,,,,---,---
08/06/2024,3,1,7,HK_2022_H287,KA YING VICTORY,BA,A Badel,HAD,D J Hall,123,1242,6,-,2,2,1,,,0:56.67,2.1
08/06/2024,3,2,2,HK_2022_H081,BABY CRYSTAL,WEC,E C W Wong,LKW,K W Lui,127,1233,1,N,1,1,2,,,0:56.71,2.9
08/06/2024,3,3,5,HK_2020_E204,FLYING HIGH,CML,M Chadwick,SWY,W Y So,126,1124,10,1-1/4,10,9,3,,,0:56.85,11
08/06/2024,3,4,1,HK_2021_G207,WE ARE HERO,BH,H Bowman,MKL,K L Man,135,1208,8,1-1/2,8,8,4,,,0:56.90,9.8
08/06/2024,3,5,6,HK_2021_G268,BRAVE STAR,AA,A Atzeni,LKW,K W Lui,125,1093,3,1-1/2,6,4,5,,,0:56.91,47
08/06/2024,3,6,4,HK_2020_E114,PLEASANT ENDEAVOR,LDE,K C Leung,YPF,P F Yiu,129,1192,9,1-1/2,5,6,6,,,0:56.92,11
08/06/2024,3,7,8,HK_2022_H076,ACE VICTORY,TEK,K Teetan,TYS,Y S Tsui,121,1201,4,4,3,3,7,,,0:57.32,42
08/06/2024,3,8,9,HK_2023_J038,SUPER LOVE DRAGON,DMK,K De Melo,SWY,W Y So,120,1214,5,5,7,5,8,,,0:57.46,40
08/06/2024,3,9,10,HK_2023_J079,VIVA GRACIOUSNESS,HCY,C Y Ho,CAS,A S Cruz,120,1076,2,5-1/2,9,10,9,,,0:57.56,35
08/06/2024,3,10,3,HK_2023_J295,FAST RESPONDER,CCY,Y L Chung,WDJ,D J Whyte,130,1064,7,8-1/2,4,7,10,,,0:58.02,51
08/06/2024,4,1,1,HK_2023_J251,THE WINNABE,BH,H Bowman,SJJ,J Size,135,1224,2,-,6,5,1,,,1:08.70,1.2
08/06/2024,4,2,8,HK_2021_G401,VANTASTIC CHOICE,PMF,M F Poon,YCH,C H Yip,123,1084,12,3/4,1,1,2,,,1:08.81,17
08/06/2024,4,3,2,HK_2021_G088,SCOTCH TYCOON,FEL,L Ferraris,NM,M Newnham,133,1083,4,3-1/4,4,3,3,,,1:09.22,19
08/06/2024,4,4,9,HK_2023_J143,GIANT LEAP,HAA,A Hamelin,YPF,P F Yiu,124,1103,11,5,2,2,4,,,1:09.49,31
08/06/2024,4,5,7,HK_2023_J239,MR ENERGIA,BHW,H Bentley,HAD,D J Hall,125,1134,3,5-1/4,9,9,5,,,1:09.53,52
08/06/2024,4,6,11,HK_2022_H253,CERVIN,YML,M L Yeung,SWY,W Y So,118,1038,10,5-3/4,12,12,6,,,1:09.61,118
08/06/2024,4,7,4,HK_2021_G050,SUPER HIGHWAY,HCY,C Y Ho,LFC,F C Lor,126,1201,5,6,7,7,7,,,1:09.66,10
08/06/2024,4,8,5,HK_2018_C460,WOOD ON FIRE,TEK,K Teetan,CCW,C W Chang,126,1124,8,6-1/2,3,4,8,,,1:09.72,30
08/06/2024,4,9,10,HK_2022_H065,WINNING HEART,AVB,B Avdulla,CAS,A S Cruz,124,1129,7,7-3/4,11,10,9,,,1:09.95,22
08/06/2024,4,10,3,HK_2023_J234,FORTUNE RACER,HEL,L Hewitson,MWK,W K Mo,128,1018,6,9-1/2,5,6,10,,,1:10.21,63
08/06/2024,4,11,6,HK_2022_H372,JOYFUL SUPREME,WEC,E C W Wong,MKL,K L Man,118,1120,1,11-1/4,8,8,11,,,1:10.50,94
08/06/2024,4,12,12,HK_2023_J065,MANYTHANKS FOREVER,TBE,B Thompson,RW,J Richards,118,1090,9,11-3/4,10,11,12,,,1:10.57,84
08/06/2024,5,1,7,HK_2023_J222,ENJOY GOLF,BH,H Bowman,LFC,F C Lor,129,1177,7,-,1,1,1,1,,1:22.43,5.4
08/06/2024,5,2,10,HK_2022_H177,MASTER OF ALL,YML,M L Yeung,SWY,W Y So,123,1046,4,2,2,3,3,2,,1:22.74,2.8
08/06/2024,5,3,3,HK_2022_H403,RUN RUN TIMING,BHW,H Bentley,YCH,C H Yip,135,1143,9,2,3,2,2,3,,1:22.74,13
08/06/2024,5,4,12,HK_2022_H483,PATCH OF TIME,TEK,K Teetan,MWK,W K Mo,122,1132,3,2-1/2,4,5,5,4,,1:22.85,6.2
08/06/2024,5,5,9,HK_2023_J002,HAPPYDEARHAPPYDEER,CCY,Y L Chung,CAS,A S Cruz,124,1054,2,3-1/4,9,12,11,5,,1:22.93,36
08/06/2024,5,6,13,HK_2023_J049,GREAT ACHIEVER,HEL,L Hewitson,YTP,T P Yung,121,1046,5,3-3/4,7,10,10,6,,1:23.04,51
08/06/2024,5,7,4,HK_2023_J110,STAR LINE,DMK,K De Melo,HAD,D J Hall,134,1183,1,4,5,7,8,7,,1:23.06,48
08/06/2024,5,8,5,HK_2023_J054,FOOLISH HEART,LDE,K C Leung,CCW,C W Chang,133,1127,14,4-1/4,14,14,14,8,,1:23.11,8.1
08/06/2024,5,9,8,HK_2023_J221,MILES AWAY,BA,A Badel,NPC,P C Ng,129,1065,6,4-3/4,6,4,4,9,,1:23.20,102
08/06/2024,5,10,11,HK_2022_H095,STRATHPEFFER,CML,M Chadwick,WDJ,D J Whyte,123,1015,12,6-1/2,11,13,12,10,,1:23.47,11
08/06/2024,5,11,14,HK_2022_H489,THE KHAN,HCY,C Y Ho,FC,C Fownes,120,1098,11,6-1/2,13,11,13,11,,1:23.49,16
08/06/2024,5,12,2,HK_2022_H432,FLOOF,HAA,A Hamelin,LKW,K W Lui,135,1041,10,7,8,6,6,12,,1:23.54,45
08/06/2024,5,13,6,HK_2023_J055,KYEEMA,TBE,B Thompson,NM,M Newnham,132,980,13,7,12,8,7,13,,1:23.56,84
08/06/2024,5,14,1,HK_2021_G241,DREAM PURSUER,PZ,Z Purton,MKL,K L Man,135,1213,8,8,10,9,9,14,,1:23.70,17
08/06/2024,6,1,2,HK_2023_J233,LO PAN SPIRIT,BHW,H Bentley,TKH,K H Ting,135,1198,6,-,1,1,1,,,1:09.37,3
08/06/2024,6,2,11,HK_2020_E157,GLUCK RACER,TEK,K Teetan,MWK,W K Mo,119,1126,2,3-1/4,8,5,2,,,1:09.87,10
08/06/2024,6,3,4,HK_2023_J320,SUPER INFINITY,PZ,Z Purton,NM,M Newnham,131,1139,9,3-1/2,9,8,3,,,1:09.91,2.1
08/06/2024,6,4,5,HK_2023_J280,HAROLD WIN,AA,A Atzeni,LKW,K W Lui,129,1121,4,3-1/2,4,4,4,,,1:09.91,10
08/06/2024,6,5,9,HK_2023_J057,FLYING ROMANTIC,PMF,M F Poon,HAD,D J Hall,120,1077,1,4,3,2,5,,,1:10.02,150
08/06/2024,6,6,6,HK_2023_J227,THE AZURE,LDE,K C Leung,LFC,F C Lor,129,1083,8,6-1/4,11,9,6,,,1:10.37,131
08/06/2024,6,7,12,HK_2022_H326,GANGNAM STAR,CML,M Chadwick,NPC,P C Ng,118,1103,5,6-1/4,7,7,7,,,1:10.37,7.6
08/06/2024,6,8,1,HK_2022_H460,BOWSER,HAA,A Hamelin,YPF,P F Yiu,135,1171,3,7-3/4,5,6,8,,,1:10.62,22
08/06/2024,6,9,8,HK_2023_J226,IVICTORIAM,TBE,B Thompson,RW,J Richards,127,1105,11,8-1/2,10,11,9,,,1:10.72,138
08/06/2024,6,10,3,HK_2022_H318,SEA AIR LEGEND,CCY,Y L Chung,TYS,Y S Tsui,131,960,12,9,2,3,10,,,1:10.79,166
08/06/2024,6,11,10,HK_2023_J201,SUPER TAICHI,BA,A Badel,FC,C Fownes,122,1134,10,11,12,12,11,,,1:11.13,141
08/06/2024,6,12,7,HK_2022_H100,GOLDEN TITLE,WEC,E C W Wong,SCS,C S Shum,121,1158,7,15-3/4,6,10,12,,,1:11.89,103
08/06/2024,7,1,7,HK_2022_H408,COPARTNER PRANCE,PZ,Z Purton,LKW,K W Lui,120,1116,8,-,3,4,1,,,1:08.27,3
08/06/2024,7,2,3,HK_2018_C188,DUKE WAI,TEK,K Teetan,NPC,P C Ng,132,1140,1,HD,4,3,2,,,1:08.30,15
08/06/2024,7,3,9,HK_2023_J008,GORGEOUS WIN,BA,A Badel,SCS,C S Shum,117,1141,3,1,5,5,3,,,1:08.44,2.4
08/06/2024,7,4,5,HK_2022_H089,GUMMY GUMMY,HAA,A Hamelin,YTP,T P Yung,123,1205,5,2-1/2,6,7,4,,,1:08.66,6.2
08/06/2024,7,5,8,HK_2022_H256,REWARD SMILE,TBE,B Thompson,SJJ,J Size,120,1115,6,2-1/2,8,8,5,,,1:08.68,10
08/06/2024,7,6,2,HK_2020_E392,WHIZZ KID,CCY,Y L Chung,CAS,A S Cruz,132,1157,4,3-1/4,2,2,6,,,1:08.79,37
08/06/2024,7,7,4,HK_2022_H303,TOMODACHI KOKOROE,AA,A Atzeni,HDA,D A Hayes,129,1174,7,5-1/4,7,6,7,,,1:09.13,42
08/06/2024,7,8,1,HK_2020_E421,NERVOUS WITNESS,HEL,L Hewitson,HDA,D A Hayes,135,1251,9,5-3/4,1,1,8,,,1:09.19,13
08/06/2024,7,9,6,HK_2019_D489,CARROLL STREET,CML,M Chadwick,WDJ,D J Whyte,121,1098,2,7-3/4,9,9,9,,,1:09.51,47
08/06/2024,8,1,1,HK_2023_J301,STUNNING PEACH,PZ,Z Purton,CAS,A S Cruz,135,1077,2,-,6,8,8,6,1,1:47.35,3
08/06/2024,8,2,6,HK_2021_G360,UNIVERSAL HORIZON,HCY,C Y Ho,LKW,K W Lui,129,1121,4,1/2,9,7,6,7,2,1:47.44,24
08/06/2024,8,3,8,HK_2022_H070,SAMARKAND,TEK,K Teetan,HDA,D A Hayes,126,1141,1,3/4,4,3,4,4,3,1:47.50,10
08/06/2024,8,4,9,HK_2021_G057,BEAUTY LIVE,CCY,Y L Chung,LFC,F C Lor,122,1120,12,1-3/4,13,12,13,12,4,1:47.62,112
08/06/2024,8,5,10,HK_2021_G452,FLAGSHIP WARRIOR,WEC,E C W Wong,FC,C Fownes,118,1034,10,2,7,5,1,1,5,1:47.65,14
08/06/2024,8,6,4,HK_2023_J267,SUPREME AGILITY,PMF,M F Poon,NPC,P C Ng,131,998,5,2-1/4,8,9,9,10,6,1:47.72,23
08/06/2024,8,7,2,HK_2020_E461,WINNING DRAGON,AVB,B Avdulla,CAS,A S Cruz,135,1048,8,3-1/2,2,2,3,3,7,1:47.90,16
08/06/2024,8,8,3,HK_2022_H210,ALACRITY,HAA,A Hamelin,RW,J Richards,133,1083,6,5-1/2,5,6,7,8,8,1:48.23,30
08/06/2024,8,9,5,HK_2022_H192,FLAMINGO TRILLION,LDE,K C Leung,LFC,F C Lor,129,1228,7,6,1,1,2,2,9,1:48.31,5.7
08/06/2024,8,10,13,HK_2020_E273,ESCAPE ROUTE,BA,A Badel,SJJ,J Size,117,1094,3,8-1/2,3,4,5,5,10,1:48.70,11
08/06/2024,8,11,11,HK_2023_J215,BRIGHT INHERITANCE,CML,M Chadwick,YCH,C H Yip,120,1101,11,9-3/4,11,10,10,11,11,1:48.92,17
08/06/2024,8,12,7,HK_2023_J053,STAR MAC,BH,H Bowman,HDA,D A Hayes,127,1163,9,44-3/4,10,11,11,9,12,1:54.52,5.5
08/06/2024,8,13,12,HK_2020_E452,NICHOLSON RETURNS,DMK,K De Melo,HAD,D J Hall,118,1247,13,47-1/2,12,13,12,13,13,1:54.96,30
08/06/2024,9,1,3,HK_2021_G223,ARIEL,WEC,E C W Wong,HDA,D A Hayes,125,1214,3,-,3,1,1,1,,1:35.00,6.7
08/06/2024,9,2,8,HK_2023_J203,LUCKY TOUCH,PZ,Z Purton,RW,J Richards,127,1115,12,N,12,12,7,2,,1:35.07,6.6
08/06/2024,9,3,14,HK_2022_H354,SPECIAL HEDGE,HEL,L Hewitson,YTP,T P Yung,120,1068,9,2-1/4,7,5,3,3,,1:35.35,17
08/06/2024,9,4,5,HK_2023_J111,TRADITION,CCY,Y L Chung,NPC,P C Ng,127,1037,13,2-3/4,14,14,12,4,,1:35.45,115
08/06/2024,9,5,7,HK_2020_E161,DARCI JOY,TEK,K Teetan,YPF,P F Yiu,128,1067,5,3,11,9,6,5,,1:35.49,12
08/06/2024,9,6,11,HK_2023_J202,CALL ME SUPREME,CML,M Chadwick,CCW,C W Chang,124,1135,10,4-1/2,8,11,14,6,,1:35.72,18
08/06/2024,9,7,9,HK_2022_H481,SUPER UNICORN,LDE,K C Leung,LFC,F C Lor,127,1071,6,4-3/4,9,8,8,7,,1:35.77,10
08/06/2024,9,8,6,HK_2021_G412,FLYING MOJITO,BH,H Bowman,HAD,D J Hall,129,1102,11,7,13,13,13,8,,1:36.11,10
08/06/2024,9,9,12,HK_2022_H444,MISSION VOICE,FEL,L Ferraris,NM,M Newnham,124,1193,8,10-1/4,2,3,4,9,,1:36.66,13
08/06/2024,9,10,13,HK_2021_G475,SUPER WISE DRAGON,DMK,K De Melo,SWY,W Y So,121,1261,1,11,10,10,11,10,,1:36.76,35
08/06/2024,9,11,1,HK_2022_H418,CALIFORNIATOTALITY,AVB,B Avdulla,CAS,A S Cruz,135,1049,7,11,1,2,2,11,,1:36.77,3.4
08/06/2024,9,12,2,HK_2022_H438,THE ABSOLUTE,BHW,H Bentley,TKH,K H Ting,135,1129,14,13-3/4,4,4,10,12,,1:37.19,12
08/06/2024,9,13,4,HK_2021_G230,CELTIC TIMES,AA,A Atzeni,MWK,W K Mo,130,1231,4,19-1/4,6,6,5,13,,1:38.08,28
08/06/2024,9,14,10,HK_2023_J212,SKYEY BLUE,PMF,M F Poon,MKL,K L Man,124,1077,2,19-1/2,5,7,9,14,,1:38.11,93
08/06/2024,10,1,10,HK_2020_E459,BEAUTY GLORY,CCY,Y L Chung,CAS,A S Cruz,117,1164,3,-,1,1,1,1,,1:21.53,13
08/06/2024,10,2,12,HK_2020_E471,LESLIE,TEK,K Teetan,CCW,C W Chang,119,1156,12,N,12,12,10,2,,1:21.59,21
08/06/2024,10,3,1,HK_2022_H175,CHIU CHOW SPIRIT,BA,A Badel,MKL,K L Man,135,1192,9,3/4,8,9,9,3,,1:21.68,9.2
08/06/2024,10,4,3,HK_2022_H334,BEAUTY CRESCENT,AVB,B Avdulla,CAS,A S Cruz,131,1057,7,1,3,3,2,4,,1:21.70,8.2
08/06/2024,10,5,7,HK_2022_H459,THE HEIR,BH,H Bowman,FC,C Fownes,124,1123,1,2-1/2,7,8,8,5,,1:21.95,2.7
08/06/2024,10,6,8,HK_2023_J328,ACROSS DA UNIVERSE,PMF,M F Poon,NPC,P C Ng,119,1173,5,3-3/4,10,11,12,6,,1:22.15,43
08/06/2024,10,7,9,HK_2022_H477,SUPER GOLDI,LDE,K C Leung,LFC,F C Lor,121,1001,4,4-3/4,4,4,3,7,,1:22.29,6
08/06/2024,10,8,4,HK_2021_G434,GOLDEN ARTIE,TBE,B Thompson,YPF,P F Yiu,129,1196,11,6-1/2,9,10,11,8,,1:22.59,16
08/06/2024,10,9,5,HK_2023_J330,MOJAVE DESERT,HEL,L Hewitson,HDA,D A Hayes,124,1159,2,7-1/4,6,6,5,9,,1:22.70,27
08/06/2024,10,10,6,HK_2022_H171,SILVER SONIC,FEL,L Ferraris,LKW,K W Lui,124,1064,10,9-3/4,5,5,4,10,,1:23.10,18
08/06/2024,10,11,2,HK_2022_H170,EIGHTY LIGHT YEARS,WEC,E C W Wong,YTP,T P Yung,125,1275,6,15-1/2,11,7,7,11,,1:24.02,6.8
08/06/2024,10,12,11,HK_2023_J299,BEAUTY THUNDER,CML,M Chadwick,MWK,W K Mo,120,1058,8,17-1/4,2,2,6,12,,1:24.30,124
05/06/2024,1,1,8,HK_2022_H154,GOOD VIEW GLORY,AA,A Atzeni,YCH,C H Yip,128,1067,1,-,7,8,1,,,0:57.90,6
05/06/2024,1,2,5,HK_2019_D075,HAPPY TANGO,WEC,E C W Wong,TYS,Y S Tsui,125,1253,8,HD,4,4,2,,,0:57.94,3.2
05/06/2024,1,3,12,HK_2021_G423,EASY TWO,PMF,M F Poon,TKH,K H Ting,115,1058,2,1-3/4,10,11,3,,,0:58.18,20
05/06/2024,1,4,3,HK_2022_H371,PHILOS,CCY,Y L Chung,CAS,A S Cruz,131,1140,4,2-1/2,3,3,4,,,0:58.32,11
05/06/2024,1,5,11,HK_2019_D409,AUGUST MOON,TBE,B Thompson,RW,J Richards,118,1138,11,2-3/4,5,6,5,,,0:58.33,27
05/06/2024,1,6,9,HK_2019_D443,MULTIMORE,HEL,L Hewitson,YTP,T P Yung,124,1221,6,2-3/4,2,2,6,,,0:58.35,19
05/06/2024,1,7,6,HK_2022_H057,SAME TO YOU,AVB,B Avdulla,NM,M Newnham,130,984,12,3,11,10,7,,,0:58.37,11
05/06/2024,1,8,1,HK_2022_H199,KING INVINCIBLE,CML,M Chadwick,LFC,F C Lor,135,1027,5,4,6,5,8,,,0:58.55,5.9
05/06/2024,1,9,4,HK_2022_H434,GALLANT GOODY,BH,H Bowman,YPF,P F Yiu,133,1066,7,4-1/4,9,7,9,,,0:58.60,20
05/06/2024,1,10,7,HK_2022_H247,SUPER ELITE,BA,A Badel,HAD,D J Hall,129,1090,3,4-3/4,8,9,10,,,0:58.66,13
05/06/2024,1,11,2,HK_2021_G400,PLENTIFUL,FEL,L Ferraris,NPC,P C Ng,135,1082,10,5-1/4,1,1,11,,,0:58.74,13
05/06/2024,1,12,10,HK_2020_E208,GOODMANSHIP,DMK,K De Melo,WDJ,D J Whyte,119,1177,9,6-3/4,12,12,12,,,0:58.97,18
05/06/2024,2,1,6,HK_2022_H276,SHARPEN BRIGHT,TEK,K Teetan,HAD,D J Hall,126,1018,2,-,5,4,4,3,3,2:18.46,3.2
05/06/2024,2,2,4,HK_2022_H296,SERANGOON,BHW,H Bentley,CAS,A S Cruz,132,1099,11,1-3/4,11,11,11,11,10,2:18.72,12
05/06/2024,2,3,1,HK_2021_G144,INTREPID WINNER,DMK,K De Melo,CCW,C W Chang,135,1055,4,3-3/4,4,5,5,6,4,2:19.03,8.6
05/06/2024,2,4,8,HK_2019_D241,SUPER HONG KONG,CML,M Chadwick,YCH,C H Yip,125,1054,8,4-1/2,8,8,8,8,8,2:19.19,21
05/06/2024,2,5,3,HK_2022_H168,ROMANTIC FANTASY,CCY,Y L Chung,SCS,C S Shum,129,1106,6,5,7,6,6,7,6,2:19.24,15
05/06/2024,2,6,11,HK_2022_H342,ABSOLUTE SUNSHINE,YML,M L Yeung,HDA,D A Hayes,118,1110,10,5-1/4,12,12,12,12,11,2:19.29,57
05/06/2024,2,7,10,HK_2022_H471,CHATEAU LE PECHE,BA,A Badel,TKH,K H Ting,119,994,5,5-1/2,1,1,1,1,1,2:19.34,10
05/06/2024,2,8,7,HK_2019_D198,PRECISE EXPRESS,AA,A Atzeni,YPF,P F Yiu,125,1043,9,6-1/4,9,9,9,10,9,2:19.46,23
05/06/2024,2,9,2,HK_2021_G303,BILLIONAIRE SECRET,PZ,Z Purton,NPC,P C Ng,134,1026,1,10,6,7,7,5,5,2:20.06,4.4
05/06/2024,2,10,5,HK_2021_G067,REACH GOAL,HEL,L Hewitson,RW,J Richards,127,1091,3,12-1/4,10,10,10,9,7,2:20.42,9.5
05/06/2024,2,11,9,HK_2019_D419,LEGION OF MERIT,TBE,B Thompson,SWY,W Y So,121,1264,7,13-1/2,2,2,2,2,2,2:20.60,17
05/06/2024,2,12,12,HK_2023_J041,RUNNING BOY,HCY,C Y Ho,LKW,K W Lui,119,1056,12,71-1/2,3,3,3,4,12,2:29.90,19
05/06/2024,3,1,4,HK_2023_J284,PACKING POWER,PZ,Z Purton,SCS,C S Shum,130,1139,5,-,3,2,1,,,1:10.69,3
05/06/2024,3,2,10,HK_2019_D474,CIRCUIT SEVEN,PMF,M F Poon,MWK,W K Mo,121,1168,2,1-1/2,2,3,2,,,1:10.92,15
05/06/2024,3,3,8,HK_2022_H108,SPEEDY SMARTIE,BHW,H Bentley,YTP,T P Yung,125,1119,7,3-1/4,4,4,3,,,1:11.20,24
05/06/2024,3,4,1,HK_2021_G012,ONE FOR ALL,FEL,L Ferraris,NM,M Newnham,135,1227,9,3-3/4,1,1,4,,,1:11.28,8.5
05/06/2024,3,5,7,HK_2023_J115,DRACO,BH,H Bowman,LKW,K W Lui,129,1188,3,3-3/4,8,7,5,,,1:11.29,3.5
05/06/2024,3,6,11,HK_2022_H317,DAN ATTACK,HAA,A Hamelin,RW,J Richards,121,1167,1,4,5,6,6,,,1:11.35,12
05/06/2024,3,7,12,HK_2021_G352,MODEST GENTLEMAN,BA,A Badel,YCH,C H Yip,119,1051,8,4-1/4,11,9,7,,,1:11.38,23
05/06/2024,3,8,3,HK_2023_J309,DOUBLE BINGO,AVB,B Avdulla,TYS,Y S Tsui,130,1084,12,5,12,12,8,,,1:11.50,50
05/06/2024,3,9,5,HK_2019_D487,SIGHT HERO,HEL,L Hewitson,HDA,D A Hayes,130,1291,6,5-1/4,9,10,9,,,1:11.51,14
05/06/2024,3,10,9,HK_2023_J099,GIMME FIVE,TEK,K Teetan,LFC,F C Lor,124,1115,11,8-1/2,7,8,10,,,1:12.06,14
05/06/2024,3,11,6,HK_2021_G373,DIVINE SHINING,YML,M L Yeung,FC,C Fownes,129,1114,4,10,6,5,11,,,1:12.29,17
05/06/2024,3,12,2,HK_2023_J181,ACE POWER,AA,A Atzeni,WDJ,D J Whyte,133,1109,10,11-1/2,10,11,12,,,1:12.51,24
05/06/2024,4,1,6,HK_2020_E209,ERNEST FEELING,TBE,B Thompson,RW,J Richards,127,1236,9,-,8,8,1,,,1:11.20,31
05/06/2024,4,2,11,HK_2022_H348,GOLDEN CHAMPION,PMF,M F Poon,SCS,C S Shum,118,1143,2,1-1/4,6,6,2,,,1:11.38,66
05/06/2024,4,3,9,HK_2022_H156,COSMO NAVIGATOR,HAA,A Hamelin,CCW,C W Chang,122,1169,3,1-1/4,5,4,3,,,1:11.40,4.9
05/06/2024,4,4,10,HK_2023_J144,FAIRY HORSE,AA,A Atzeni,FC,C Fownes,121,1113,10,1-1/2,12,11,4,,,1:11.44,16
05/06/2024,4,5,12,HK_2022_H374,LAPRAS,TEK,K Teetan,MWK,W K Mo,120,1068,7,3,7,7,5,,,1:11.67,23
05/06/2024,4,6,2,HK_2020_E431,CALIFORNIA CIBLE,AVB,B Avdulla,CAS,A S Cruz,134,1234,8,3,9,9,6,,,1:11.69,6.4
05/06/2024,4,7,3,HK_2021_G211,EASY SNIP,HEL,L Hewitson,YTP,T P Yung,129,1203,12,4-3/4,10,10,7,,,1:11.94,51
05/06/2024,4,8,4,HK_2022_H457,THE GREAT MASTER,CCY,Y L Chung,TYS,Y S Tsui,126,1119,11,5,3,2,8,,,1:12.00,45
05/06/2024,4,9,7,HK_2022_H351,SO TREASURE,FEL,L Ferraris,NM,M Newnham,127,1174,1,6-3/4,4,5,9,,,1:12.29,3.2
05/06/2024,4,10,8,HK_2022_H343,SEA SAPPHIRE,WEC,E C W Wong,NPC,P C Ng,119,1031,4,11,2,3,10,,,1:12.94,4.5
