date,racing number,pla.,horse no.,horse id,horse name,jockey id,jockey name,trainer id,trainer name,Act. Wt.,Declar. horse Wt.,Dr.,LBW,Running Position 1,Running Position 2,Running Position 3,Running Position 4,Running Position 5,Finish time,Win Odds
11/05/2024,8,10,12,HK_2020_E321,EXCELLENT DADDY,FEL,L Ferraris,YTP,T P Yung,123,1278,10,4-3/4,10,11,7,10,,1:23.19,118
11/05/2024,8,11,11,HK_2023_J201,SUPER TAICHI,WEC,E C W Wong,FC,C Fownes,118,1129,3,6-1/4,4,2,2,11,,1:23.44,97
11/05/2024,8,12,9,HK_2023_J200,NEVER PETER OUT,CML,M Chadwick,MWK,W K Mo,125,1083,6,6-1/4,8,9,11,12,,1:23.46,172
11/05/2024,8,13,6,HK_2022_H431,CHARITY GAIN,YML,M L Yeung,SCS,C S Shum,127,1092,12,12,13,13,14,13,,1:24.34,94
11/05/2024,8,14,4,HK_2021_G112,LUCKY GOLD,HCY,C Y Ho,LKW,K W Lui,130,1191,11,12-1/4,11,12,13,14,,1:24.41,12
11/05/2024,9,1,1,HK_2020_E346,JOLLY RULER,AA,A Atzeni,YPF,P F Yiu,135,1168,10,-,5,4,3,1,,1:22.01,36
11/05/2024,9,2,4,HK_2023_J120,TOP SCORER,PZ,Z Purton,SJJ,J Size,130,1230,12,1/2,1,2,1,2,,1:22.10,3.3
11/05/2024,9,3,8,HK_2023_J161,SKY TRUST,HCY,C Y Ho,FC,C Fownes,124,1178,1,1/2,4,5,6,3,,1:22.11,4.9
11/05/2024,9,4,5,HK_2023_J222,ENJOY GOLF,BH,H Bowman,LFC,F C Lor,127,1188,2,2,6,6,4,4,,1:22.33,4.5
11/05/2024,9,5,2,HK_2022_H047,OWNERS' PRAISE,HEL,L Hewitson,SWY,W Y So,133,1262,8,2,10,12,9,5,,1:22.35,6.1
11/05/2024,9,6,3,HK_2022_H403,RUN RUN TIMING,BHW,H Bentley,YCH,C H Yip,133,1148,14,2-1/4,14,14,14,6,,1:22.38,44
11/05/2024,9,7,12,HK_2022_H055,HOSS,TEK,K Teetan,NPC,P C Ng,122,1102,13,3-1/4,13,13,12,7,,1:22.54,69
11/05/2024,9,8,14,HK_2020_E144,ACA POWER,BA,A Badel,HAD,D J Hall,119,1033,11,3-1/2,12,9,7,8,,1:22.57,35
11/05/2024,9,9,11,HK_2023_J184,SUPER CHARIZZARD,AVB,B Avdulla,NM,M Newnham,123,1087,3,6,9,7,10,9,,1:22.97,11
11/05/2024,9,10,10,HK_2022_H421,PACKING BRILLIANT,HAA,A Hamelin,LKW,K W Lui,123,1073,7,6,11,11,13,10,,1:22.97,93
11/05/2024,9,11,9,HK_2022_H207,STURDY RUBY,LDE,K C Leung,MKL,K L Man,124,1115,4,6,7,8,8,11,,1:22.97,18
11/05/2024,9,12,6,HK_2023_J353,GRAND BOSS,CCY,Y L Chung,SCS,C S Shum,124,1280,6,7-3/4,8,10,11,12,,1:23.27,75
11/05/2024,9,13,7,HK_2023_J109,NOT A FEW,CML,M Chadwick,WDJ,D J Whyte,125,1029,5,12,3,3,5,13,,1:23.95,154
11/05/2024,9,14,13,HK_2021_G212,RIVER VIEWS,FEL,L Ferraris,YTP,T P Yung,122,1130,9,20-1/4,2,1,2,14,,1:25.27,15
11/05/2024,10,1,7,HK_2023_J188,GRACIOUS EXPRESS,AVB,B Avdulla,YPF,P F Yiu,126,1124,11,-,2,2,1,,,1:09.55,8.3
11/05/2024,10,2,4,HK_2020_E490,GOLDEN EMPIRE,HEL,L Hewitson,LKW,K W Lui,130,1071,7,N,1,1,2,,,1:09.59,26
11/05/2024,10,3,9,HK_2021_G451,CALIFORNIA DEEPLY,FEL,L Ferraris,CAS,A S Cruz,123,1080,6,3/4,9,10,3,,,1:09.68,13
11/05/2024,10,4,2,HK_2023_J186,STELLAR EXPRESS,BH,H Bowman,SJJ,J Size,133,1115,2,1,3,5,4,,,1:09.72,3.1
11/05/2024,10,5,3,HK_2021_G123,AMAZING VICTORY,TEK,K Teetan,SWY,W Y So,131,1047,1,1,6,6,5,,,1:09.72,6.6
11/05/2024,10,6,10,HK_2022_H123,BEAUTY MISSILE,HAA,A Hamelin,LFC,F C Lor,121,1187,8,1-1/4,10,9,6,,,1:09.73,10
11/05/2024,10,7,6,HK_2023_J140,PRAWNS ELEVEN,BHW,H Bentley,NM,M Newnham,128,1096,12,3-1/4,11,12,7,,,1:10.05,49
11/05/2024,10,8,1,HK_2022_H170,EIGHTY LIGHT YEARS,PZ,Z Purton,YTP,T P Yung,135,1271,5,3-1/4,5,4,8,,,1:10.06,4.3
11/05/2024,10,9,5,HK_2023_J303,GUSTOSISIMO,HCY,C Y Ho,RW,J Richards,129,1163,4,3-1/2,4,3,9,,,1:10.12,10
11/05/2024,10,10,8,HK_2020_E471,LESLIE,TBE,B Thompson,CCW,C W Chang,124,1152,3,3-1/2,7,7,10,,,1:10.12,26
11/05/2024,10,11,12,HK_2023_J332,TELECOM POWER,MHT,H T Mo,TYS,Y S Tsui,119,1023,10,6-1/4,12,11,11,,,1:10.56,194
11/05/2024,10,12,11,HK_2021_G028,E LEGEND,DMK,K De Melo,MKL,K L Man,121,1118,9,7-3/4,8,8,12,,,1:10.79,37
08/05/2024,1,1,6,HK_2019_D033,HERO STAR,CCY,Y L Chung,MKL,K L Man,129,1141,4,-,1,1,1,,,1:10.64,4.4
08/05/2024,1,2,1,HK_2021_G031,MY INTELLIGENT,PZ,Z Purton,SWY,W Y So,135,1107,9,1-1/4,3,3,2,,,1:10.85,4.2
08/05/2024,1,3,8,HK_2022_H057,SAME TO YOU,AVB,B Avdulla,NM,M Newnham,131,973,11,2,11,11,3,,,1:10.94,53
08/05/2024,1,4,10,HK_2021_G250,DOUBLE SHOW,FEL,L Ferraris,WDJ,D J Whyte,127,1237,1,2,4,4,4,,,1:10.95,3.4
08/05/2024,1,5,9,HK_2021_G425,GENERAL ACE,HCY,C Y Ho,LKW,K W Lui,129,1056,3,2-1/4,8,10,5,,,1:11.01,12
08/05/2024,1,6,5,HK_2019_D287,ALLOY KING,BHW,H Bentley,TKH,K H Ting,132,1124,8,2-3/4,2,2,6,,,1:11.08,23
08/05/2024,1,7,12,HK_2021_G004,VAMOS,BH,H Bowman,HAD,D J Hall,127,1096,10,2-3/4,10,9,7,,,1:11.09,12
08/05/2024,1,8,11,HK_2020_E149,H Z TOURBILLON,TBE,B Thompson,YTP,T P Yung,127,1046,2,5,6,7,8,,,1:11.42,10
08/05/2024,1,9,4,HK_2022_H292,WOODFIRE CHAMP,AA,A Atzeni,CCW,C W Chang,133,995,6,5,7,6,9,,,1:11.45,16
08/05/2024,1,10,3,HK_2022_H465,THE CONCENTRATION,LDE,K C Leung,YPF,P F Yiu,133,1043,7,7,9,8,10,,,1:11.76,62
08/05/2024,1,11,7,HK_2019_D087,FIRE BALL,HAA,A Hamelin,YCH,C H Yip,131,1035,5,9-1/2,5,5,11,,,1:12.16,15
08/05/2024,1,WV,2,HK_2022_H358,YOUTH POWER,YML,M L Yeung,HDA,D A Hayes,134,---,---,---,---,,,,,---,---
08/05/2024,2,1,12,HK_2022_H325,NEW POWER,TEK,K Teetan,CCW,C W Chang,117,1087,7,-,3,3,1,,,1:10.03,7
08/05/2024,2,2,8,HK_2022_H134,LEAN MASTER,WEC,E C W Wong,YCH,C H Yip,118,1075,1,1/2,1,1,2,,,1:10.14,3.2
08/05/2024,2,3,1,HK_2023_J219,CHATEAUNEUF,PZ,Z Purton,HDA,D A Hayes,135,1201,11,1,9,9,3,,,1:10.21,6.2
08/05/2024,2,4,11,HK_2019_D090,COLONEL,PMF,M F Poon,YPF,P F Yiu,116,1181,3,3-1/2,2,2,4,,,1:10.58,6.5
08/05/2024,2,5,6,HK_2021_G288,MR VALIANT,AVB,B Avdulla,HAD,D J Hall,128,1058,4,3-3/4,6,6,5,,,1:10.64,7.1
08/05/2024,2,6,10,HK_2019_D050,LUCKY QUALITY,CCY,Y L Chung,FC,C Fownes,119,1103,5,4-1/4,7,7,6,,,1:10.71,23
08/05/2024,2,7,9,HK_2023_J025,SUPER GLORY,AA,A Atzeni,NPC,P C Ng,125,1121,9,6-1/2,5,5,7,,,1:11.07,40
08/05/2024,2,8,3,HK_2023_J179,EVER SMART,BHW,H Bentley,LFC,F C Lor,129,1142,6,7-1/4,8,8,8,,,1:11.20,11
08/05/2024,2,9,4,HK_2023_J044,FOXHUNTER KING,MHT,H T Mo,LKW,K W Lui,127,1034,10,7-1/2,12,12,9,,,1:11.23,91
08/05/2024,2,10,7,HK_2023_J086,FLYING PHANTOM,BA,A Badel,SJJ,J Size,125,1005,8,7-1/2,10,11,10,,,1:11.25,14
08/05/2024,2,11,5,HK_2023_J205,WIN SPEED,TBE,B Thompson,NM,M Newnham,129,1109,2,10,4,4,11,,,1:11.64,24
08/05/2024,2,12,2,HK_2021_G196,ACE ONE,BH,H Bowman,WDJ,D J Whyte,131,1145,12,10-1/4,11,10,12,,,1:11.68,28
08/05/2024,3,1,11,HK_2021_H016,PRECISION GOAL,BHW,H Bentley,HDA,D A Hayes,121,1074,5,-,2,2,2,1,,1:41.20,6.4
08/05/2024,3,2,3,HK_2020_E494,CHARMING STEED,HCY,C Y Ho,FC,C Fownes,131,1090,3,1-1/4,5,5,5,2,,1:41.40,5.1
08/05/2024,3,3,10,HK_2021_G126,CASA LEGEND,AA,A Atzeni,CCW,C W Chang,122,1165,2,1-1/4,4,3,3,3,,1:41.41,14
08/05/2024,3,4,9,HK_2021_G282,VIVA A LA,PMF,M F Poon,MKL,K L Man,125,1105,1,2,1,1,1,4,,1:41.50,10
08/05/2024,3,5,7,HK_2021_G477,SMART BEAUTY,PZ,Z Purton,CAS,A S Cruz,128,1091,10,2-1/4,11,10,10,5,,1:41.56,6.4
08/05/2024,3,6,2,HK_2021_G129,MEDIC ELITE,CCY,Y L Chung,NPC,P C Ng,129,1099,4,2-1/4,8,9,9,6,,1:41.57,13
08/05/2024,3,7,4,HK_2021_G181,SPEEDSTAR,BA,A Badel,HAD,D J Hall,131,1064,8,4-1/4,10,11,11,7,,1:41.88,13
08/05/2024,3,8,6,HK_2021_G054,FORTUNE PRESIDENT,CML,M Chadwick,TYS,Y S Tsui,129,1091,12,5,12,12,12,8,,1:41.98,54
08/05/2024,3,9,1,HK_2021_G389,BEAU GOSSE,BH,H Bowman,WDJ,D J Whyte,135,1127,9,7-1/4,3,4,4,9,,1:42.35,4
08/05/2024,3,10,12,HK_2020_E311,HANG'S CHOICE,YML,M L Yeung,SWY,W Y So,115,1077,7,8,9,8,8,10,,1:42.47,27
08/05/2024,3,11,8,HK_2020_E400,ASIAN ONE,AVB,B Avdulla,RW,J Richards,127,1115,6,10-1/2,7,6,6,11,,1:42.86,14
08/05/2024,3,12,5,HK_2022_H189,DIAMOND DIAMOND,FEL,L Ferraris,YTP,T P Yung,130,1157,11,12,6,7,7,12,,1:43.13,91
08/05/2024,4,1,5,HK_2023_J181,ACE POWER,AA,A Atzeni,WDJ,D J Whyte,125,1110,4,-,7,6,1,,,1:11.02,12
08/05/2024,4,2,11,HK_2020_E495,VALHALLA,HCY,C Y Ho,FC,C Fownes,120,1187,11,SH,5,5,2,,,1:11.03,7.7
08/05/2024,4,3,7,HK_2018_C460,WOOD ON FIRE,TEK,K Teetan,CCW,C W Chang,125,1120,2,SH,3,2,3,,,1:11.03,6.4
08/05/2024,4,4,6,HK_2022_H351,SO TREASURE,FEL,L Ferraris,NM,M Newnham,125,1177,3,3/4,4,4,4,,,1:11.14,32
08/05/2024,4,5,1,HK_2021_G471,DENFIELD,CCY,Y L Chung,SCS,C S Shum,132,1144,6,2-1/4,11,11,5,,,1:11.39,4.4
08/05/2024,4,6,4,HK_2021_G401,VANTASTIC CHOICE,WEC,E C W Wong,YCH,C H Yip,120,1073,1,3-1/2,2,3,6,,,1:11.58,3.5
08/05/2024,4,7,3,HK_2023_J102,RACINGRACE,PZ,Z Purton,HAD,D J Hall,127,1082,9,3-1/2,12,12,7,,,1:11.58,10
08/05/2024,4,8,12,HK_2022_H148,MULTIDARLING,TBE,B Thompson,YTP,T P Yung,119,1242,8,3-3/4,8,8,8,,,1:11.62,19
08/05/2024,4,9,9,HK_2023_J150,VULCANUS,PMF,M F Poon,TYS,Y S Tsui,121,1155,5,5,9,10,9,,,1:11.81,33
08/05/2024,4,10,10,HK_2022_H317,DAN ATTACK,HAA,A Hamelin,RW,J Richards,120,1145,7,8-1/4,10,9,10,,,1:12.36,8.4
08/05/2024,4,11,2,HK_2022_H397,SPEED SWORD,LDE,K C Leung,LFC,F C Lor,130,1104,10,14-1/2,6,7,11,,,1:13.33,100
08/05/2024,4,12,8,HK_2022_H467,SUPERB WITNESS,CML,M Chadwick,HDA,D A Hayes,124,1099,12,25,1,1,12,,,1:15.00,146
08/05/2024,5,1,1,HK_2022_H059,RIGHTEOUS ARION,BH,H Bowman,CAS,A S Cruz,135,1176,12,-,9,9,1,,,1:11.45,3.9
08/05/2024,5,2,2,HK_2021_G259,TELECOM SPEED,TEK,K Teetan,TYS,Y S Tsui,135,1152,6,N,3,3,2,,,1:11.51,6.1
08/05/2024,5,3,12,HK_2023_J056,FALCON COURT,AA,A Atzeni,HDA,D A Hayes,118,1109,4,3/4,7,8,3,,,1:11.59,19
08/05/2024,5,4,9,HK_2022_H105,ROARING BEBE,PZ,Z Purton,HAD,D J Hall,125,1117,1,1-3/4,8,6,4,,,1:11.74,4.4
08/05/2024,5,5,6,HK_2022_H343,SEA SAPPHIRE,BA,A Badel,NPC,P C Ng,127,1021,3,2-3/4,1,1,5,,,1:11.88,3.9
08/05/2024,5,6,3,HK_2020_E209,ERNEST FEELING,HAA,A Hamelin,RW,J Richards,131,1228,9,3-1/2,11,11,6,,,1:12.00,28
08/05/2024,5,7,8,HK_2020_E368,PARTY WARRIOR,DMK,K De Melo,SCS,C S Shum,126,1013,7,3-3/4,6,7,7,,,1:12.05,11
08/05/2024,5,8,11,HK_2022_H282,MASSIVE TALENT,AVB,B Avdulla,NM,M Newnham,127,1135,11,4-1/2,12,12,8,,,1:12.18,28
08/05/2024,5,9,7,HK_2022_H288,DEEP PURSUIT,BHW,H Bentley,FC,C Fownes,126,1050,2,5-1/4,5,4,9,,,1:12.30,82
08/05/2024,5,10,5,HK_2023_J216,VICTORYTHIRTYTHREE,PMF,M F Poon,YPF,P F Yiu,126,1122,8,5-3/4,4,5,10,,,1:12.39,21
08/05/2024,5,11,4,HK_2021_G261,SAVVY CHIC,LDE,K C Leung,LFC,F C Lor,131,1149,10,11-1/2,10,10,11,,,1:13.30,61
08/05/2024,5,12,10,HK_2019_D362,SUPER TEN,TBE,B Thompson,CCW,C W Chang,122,1259,5,16-1/4,2,2,12,,,1:14.05,39
08/05/2024,5,WV,,HK_2022_H280,HELLS BELLS,FEL,L Ferraris,WDJ,D J Whyte,121,---,---,---,---,,,,,---,---
08/05/2024,5,WV,,HK_2022_H394,SUGAR BALL,YML,M L Yeung,MWK,W K Mo,129,---,---,---,---,,,,,---,---
08/05/2024,6,1,1,HK_2020_E273,ESCAPE ROUTE,AVB,B Avdulla,SJJ,J Size,135,1093,12,-,5,2,2,2,1,1:50.83,10
08/05/2024,6,2,7,HK_2021_G229,FOREVER GLORIOUS,TEK,K Teetan,LKW,K W Lui,125,1087,3,SH,1,1,1,1,2,1:50.85,4.8
08/05/2024,6,3,5,HK_2023_J069,STORM WINNER,HCY,C Y Ho,FC,C Fownes,126,1206,7,1-3/4,4,4,4,4,3,1:51.10,32
08/05/2024,6,4,8,HK_2022_H386,MR ALADDIN,PZ,Z Purton,NPC,P C Ng,125,1076,9,1-3/4,2,3,3,3,4,1:51.12,4.7
08/05/2024,6,5,6,HK_2020_E478,FLYING SILVER,CCY,Y L Chung,SCS,C S Shum,122,1020,6,2-3/4,6,6,6,5,5,1:51.26,9.3
08/05/2024,6,6,9,HK_2023_J004,CHATER GOLD,LDE,K C Leung,HDA,D A Hayes,123,1025,1,4,3,5,5,6,6,1:51.47,34
08/05/2024,6,7,2,HK_2022_H296,SERANGOON,BHW,H Bentley,CAS,A S Cruz,135,1098,11,4-1/4,9,11,11,9,7,1:51.52,10
08/05/2024,6,8,4,HK_2019_D198,PRECISE EXPRESS,AA,A Atzeni,YPF,P F Yiu,130,1039,2,5-1/4,7,7,7,7,8,1:51.67,8.3
08/05/2024,6,9,10,HK_2019_D267,KYRUS UNICORN,BA,A Badel,HAD,D J Hall,123,1091,4,6,10,9,9,11,9,1:51.80,6.4
08/05/2024,6,10,12,HK_2022_H083,TURTLE AGAIN,TBE,B Thompson,YTP,T P Yung,118,1218,5,6-1/4,8,8,8,8,10,1:51.84,23
08/05/2024,6,11,11,HK_2022_H437,AROMATICA,DMK,K De Melo,SWY,W Y So,118,1164,8,6-3/4,11,10,10,10,11,1:51.90,62
08/05/2024,6,12,3,HK_2021_G189,PEGASUS GENERAL,WEC,E C W Wong,TKH,K H Ting,123,1027,10,6-3/4,12,12,12,12,12,1:51.92,10
08/05/2024,7,1,5,HK_2022_H451,LOVERO,CCY,Y L Chung,CAS,A S Cruz,121,1114,10,-,2,2,1,1,,1:40.89,10
08/05/2024,7,2,7,HK_2020_E472,STAR CONTACT,TEK,K Teetan,HDA,D A Hayes,122,1180,8,SH,8,6,6,2,,1:40.90,12
08/05/2024,7,3,2,HK_2022_H188,RED HARE KING,CML,M Chadwick,CAS,A S Cruz,125,1073,1,SH,4,3,5,3,,1:40.91,3.5
08/05/2024,7,4,3,HK_2021_G131,ZOOM BOOM,AA,A Atzeni,WDJ,D J Whyte,125,1111,7,1/2,5,4,3,4,,1:40.96,3.9
08/05/2024,7,5,10,HK_2023_J138,CHAIN OF GOLD,PZ,Z Purton,MWK,W K Mo,119,1019,2,3/4,7,7,7,5,,1:41.01,5.1
08/05/2024,7,6,1,HK_2022_H265,HAMERON,BH,H Bowman,LKW,K W Lui,135,1031,6,2-1/4,10,10,9,6,,1:41.27,8.9
08/05/2024,7,7,4,HK_2023_J020,GIDDY UP,AVB,B Avdulla,RW,J Richards,124,1122,5,5-1/4,3,5,4,7,,1:41.72,10
08/05/2024,7,8,6,HK_2020_E053,LOOKING GREAT,PMF,M F Poon,LFC,F C Lor,120,1127,4,6-3/4,6,8,8,8,,1:41.98,45
08/05/2024,7,9,9,HK_2022_H331,ACCOLADE START,BA,A Badel,SCS,C S Shum,117,1045,3,13-1/4,9,9,10,9,,1:43.00,15
08/05/2024,7,10,8,HK_2023_J112,ORIENTAL TYCOON,BHW,H Bentley,NPC,P C Ng,118,1076,9,15-1/4,1,1,2,10,,1:43.33,130
08/05/2024,8,1,10,HK_2022_H066,ATOMIC BEAUTY,AVB,B Avdulla,CAS,A S Cruz,122,1184,6,-,2,2,2,1,,1:41.26,6.3
08/05/2024,8,2,1,HK_2021_G120,SIXTH GENERATION,HCY,C Y Ho,RW,J Richards,135,1202,7,1-1/4,3,3,3,2,,1:41.45,7.9
08/05/2024,8,3,6,HK_2022_H087,CAN'T GO WONG,BA,A Badel,LFC,F C Lor,124,1158,2,1-1/4,6,6,5,3,,1:41.47,3.4
08/05/2024,8,4,3,HK_2021_G071,COMET SPLENDIDO,CCY,Y L Chung,SCS,C S Shum,129,1187,8,1-3/4,1,1,1,4,,1:41.55,14
08/05/2024,8,5,9,HK_2022_H489,THE KHAN,AA,A Atzeni,FC,C Fownes,123,1095,4,2-3/4,7,7,7,5,,1:41.71,12
08/05/2024,8,6,5,HK_2021_G125,SURE JOYFUL,PMF,M F Poon,YPF,P F Yiu,127,1043,1,3-1/2,4,4,4,6,,1:41.83,4.1
08/05/2024,8,7,11,HK_2018_C037,INVINCIBLE MISSILE,TBE,B Thompson,FC,C Fownes,121,1115,5,4-3/4,8,8,8,7,,1:42.01,19
08/05/2024,8,8,4,HK_2022_H361,BEER PALACE,FEL,L Ferraris,NM,M Newnham,130,1089,12,7-1/4,12,12,12,8,,1:42.43,18
08/05/2024,8,9,12,HK_2020_E166,SUNNY BABY,YML,M L Yeung,HDA,D A Hayes,117,1129,9,7-3/4,9,9,9,9,,1:42.50,57
08/05/2024,8,10,2,HK_2023_J111,TRADITION,WEC,E C W Wong,NPC,P C Ng,128,1022,11,9-1/2,11,11,10,10,,1:42.78,89
08/05/2024,8,11,7,HK_2023_J177,LINK,TEK,K Teetan,WDJ,D J Whyte,124,1128,10,10-1/2,10,10,11,11,,1:42.93,44
08/05/2024,8,12,8,HK_2021_G475,SUPER WISE DRAGON,DMK,K De Melo,SWY,W Y So,123,1249,3,13,5,5,6,12,,1:43.32,11
08/05/2024,9,1,4,HK_2022_H162,WINGS OF WAR,BHW,H Bentley,WDJ,D J Whyte,123,1161,6,-,5,5,1,,,1:10.10,5
08/05/2024,9,2,8,HK_2023_J164,SUPER JOY N FUN,PZ,Z Purton,YTP,T P Yung,120,1110,1,1-1/2,4,4,2,,,1:10.35,3.1
08/05/2024,9,3,10,HK_2022_H396,KYRUS DRAGON,BA,A Badel,HAD,D J Hall,115,1009,10,2-3/4,10,10,3,,,1:10.54,12
08/05/2024,9,4,1,HK_2022_H125,HUMBLE STAR,WEC,E C W Wong,NPC,P C Ng,128,1157,4,3,6,6,4,,,1:10.57,31
08/05/2024,9,5,5,HK_2021_G065,SUPER FORTUNE,AVB,B Avdulla,CAS,A S Cruz,122,1203,9,3-3/4,1,2,5,,,1:10.70,18
08/05/2024,9,6,2,HK_2022_H456,SPORTS LEGEND,CCY,Y L Chung,SCS,C S Shum,127,1163,3,4-1/2,2,1,6,,,1:10.82,2.5
08/05/2024,9,7,6,HK_2021_G166,HAPPY FAT CAT,PMF,M F Poon,MWK,W K Mo,119,1086,8,6-1/2,3,3,7,,,1:11.14,23
08/05/2024,9,8,3,HK_2022_H446,I AM THE BOSS,HCY,C Y Ho,LKW,K W Lui,124,1115,7,7-1/2,8,9,8,,,1:11.29,33
08/05/2024,9,9,7,HK_2020_E385,LUCKY ARCHANGEL,TEK,K Teetan,LFC,F C Lor,120,1189,5,7-1/2,7,7,9,,,1:11.31,45
08/05/2024,9,10,9,HK_2021_G119,HAPPY DAY,DMK,K De Melo,RW,J Richards,118,1221,2,12-1/2,9,8,10,,,1:12.11,25
05/05/2024,1,1,8,HK_2023_J285,LA FORZA,PZ,Z Purton,RW,J Richards,121,1054,6,-,4,4,1,,,0:57.67,1.6
05/05/2024,1,2,9,HK_2023_J264,RUN YES RUN,CML,M Chadwick,CCW,C W Chang,121,1065,9,1/2,2,1,2,,,0:57.75,13
05/05/2024,1,3,5,HK_2023_J076,SANTORINI,TEK,K Teetan,LFC,F C Lor,126,1069,5,1-3/4,7,6,3,,,0:57.93,6.5
05/05/2024,1,4,4,HK_2022_H453,MEANINGFUL DRAGON,HCY,C Y Ho,LKW,K W Lui,126,1177,2,2-1/2,8,8,4,,,0:58.05,6.2
05/05/2024,1,5,2,HK_2023_J131,CALIFORNIA MOXIE,AVB,B Avdulla,CAS,A S Cruz,126,1088,10,2-3/4,3,3,5,,,0:58.11,7.4
05/05/2024,1,6,1,HK_2023_J132,CALIFORNIA BANNER,FEL,L Ferraris,MWK,W K Mo,126,1122,8,6-1/4,6,7,6,,,0:58.68,80
05/05/2024,1,7,7,HK_2023_J344,CONCORDE STAR,HEL,L Hewitson,TYS,Y S Tsui,121,1035,1,6-1/2,1,2,7,,,0:58.69,73
05/05/2024,1,8,6,HK_2023_J212,SKYEY BLUE,PMF,M F Poon,MKL,K L Man,124,1072,7,6-3/4,5,5,8,,,0:58.73,78
05/05/2024,1,9,10,HK_2023_J255,SUPREME WINNER,TBE,B Thompson,YCH,C H Yip,121,1063,3,7-1/2,9,10,9,,,0:58.86,94
05/05/2024,1,10,3,HK_2023_J297,LORD OF THE ROSE,YML,M L Yeung,SWY,W Y So,126,1097,4,9-3/4,10,9,10,,,0:59.23,67
05/05/2024,2,1,8,HK_2020_E448,GOLDEN FAIRY,BA,A Badel,SWY,W Y So,123,1040,6,-,3,1,1,1,1,2:03.13,6.9
05/05/2024,2,2,6,HK_2021_G072,JOYFUL CHAMPION,TEK,K Teetan,CCW,C W Chang,125,1145,1,3-1/4,5,4,3,3,2,2:03.63,3.4
05/05/2024,2,3,10,HK_2020_E409,GREEN LASER,YML,M L Yeung,SWY,W Y So,117,1115,3,4,7,7,8,7,3,2:03.78,15
05/05/2024,2,4,7,HK_2020_E194,ARTHUR'S KINGDOM,PMF,M F Poon,TYS,Y S Tsui,121,1003,7,4-3/4,2,5,5,4,4,2:03.87,9.8
05/05/2024,2,5,4,HK_2022_H034,LEATHER MASTER,TBE,B Thompson,YTP,T P Yung,129,1126,10,4-3/4,10,10,10,9,5,2:03.88,50
05/05/2024,2,6,9,HK_2022_H285,DIAMOND WINNER,HAA,A Hamelin,SJJ,J Size,120,1111,9,5-1/2,8,9,9,10,6,2:04.00,7.4
05/05/2024,2,7,3,HK_2019_D235,SUPERB DADDY,HEL,L Hewitson,TYS,Y S Tsui,131,1097,5,6-1/2,9,8,7,6,7,2:04.19,14
05/05/2024,2,8,1,HK_2021_G301,COLOURFUL BARON,PZ,Z Purton,RW,J Richards,135,1120,8,10,1,2,2,2,8,2:04.73,3.8
05/05/2024,2,9,2,HK_2022_H484,SUNNY SHINES,CCY,Y L Chung,NPC,P C Ng,130,1094,2,10-1/2,6,6,6,8,9,2:04.79,15
05/05/2024,2,10,5,HK_2022_H040,FASTPASS,CML,M Chadwick,YCH,C H Yip,126,993,4,11-1/4,4,3,4,5,10,2:04.91,18
05/05/2024,3,1,7,HK_2020_E323,REGENT GLORY,TEK,K Teetan,HDA,D A Hayes,122,1049,2,-,3,3,1,,,1:09.42,19
05/05/2024,3,2,12,HK_2019_D075,HAPPY TANGO,MHT,H T Mo,TYS,Y S Tsui,113,1236,4,1-3/4,2,1,2,,,1:09.68,35
05/05/2024,3,3,4,HK_2020_E177,EVERYONE'S VICTORY,HEL,L Hewitson,LFC,F C Lor,127,1156,3,4-1/2,5,4,3,,,1:10.10,9.2
05/05/2024,3,4,10,HK_2022_H426,JOYFUL LIFE,LDE,K C Leung,YPF,P F Yiu,119,1111,5,6-1/4,1,2,4,,,1:10.40,4.6
05/05/2024,3,5,5,HK_2020_E460,IMPERIAL MAGEE,AA,A Atzeni,TKH,K H Ting,126,1171,1,6-3/4,9,5,5,,,1:10.49,12
05/05/2024,3,6,9,HK_2019_D186,STRIVE FOR GLORY,TBE,B Thompson,SWY,W Y So,122,1078,9,8-3/4,12,10,6,,,1:10.80,50
05/05/2024,3,7,1,HK_2023_J133,MUST GO,AVB,B Avdulla,SJJ,J Size,135,1160,12,8-3/4,11,8,7,,,1:10.83,9.4
05/05/2024,3,8,6,HK_2022_H384,HINOKAMI KAGURA,BHW,H Bentley,RW,J Richards,124,1098,7,11-3/4,6,6,8,,,1:11.31,2.8
05/05/2024,3,9,2,HK_2022_H341,STREET CONQUEROR,BH,H Bowman,SCS,C S Shum,130,1131,10,14-1/4,10,7,9,,,1:11.68,20
05/05/2024,3,10,11,HK_2021_G427,SPANGLE FORTUNE,CCY,Y L Chung,MKL,K L Man,113,1090,6,19-3/4,7,9,10,,,1:12.58,16
05/05/2024,3,11,8,HK_2022_H108,SPEEDY SMARTIE,FEL,L Ferraris,YTP,T P Yung,122,1111,8,38-1/2,8,12,11,,,1:15.57,8.3
05/05/2024,3,12,3,HK_2021_G468,CIRCUIT ELEVEN,PZ,Z Purton,MWK,W K Mo,127,1121,11,58,4,11,12,,,1:18.70,63
05/05/2024,4,1,4,HK_2022_H260,HOLY LAKE,HCY,C Y Ho,LKW,K W Lui,127,1112,8,-,3,4,4,4,1,1:47.37,6.1
05/05/2024,4,2,7,HK_2020_E467,ORIENTAL SMOKE,TBE,B Thompson,HDA,D A Hayes,118,1220,4,1/2,1,2,2,2,2,1:47.47,69
